,City,Cause_Category,Cause_Subcategory,Incident_Outcome,Accident_Count
8608,Dhanbad,Weather,Hail/Sleet,Total number of Accidents,8.0
8609,Dhanbad,Weather,Hail/Sleet,Total Injured,6.0
8610,Dhanbad,Weather,Others,Greviously Injured,18.0
8611,Dhanbad,Weather,Others,Minor Injury,7.0
8612,Dhanbad,Weather,Others,Persons Killed,29.0
8613,Dhanbad,Weather,Others,Total number of Accidents,45.0
8614,Dhanbad,Weather,Others,Total Injured,25.0
8615,Dhanbad,Weather,Rainy,Greviously Injured,40.0
8616,Dhanbad,Weather,Rainy,Minor Injury,8.0
8617,Dhanbad,Weather,Rainy,Persons Killed,31.0
8618,Dhanbad,Weather,Rainy,Total number of Accidents,74.0
8619,Dhanbad,Weather,Rainy,Total Injured,48.0
8620,Dhanbad,Weather,Sunny/Clear,Greviously Injured,7.0
8621,Dhanbad,Weather,Sunny/Clear,Minor Injury,4.0
8622,Dhanbad,Weather,Sunny/Clear,Persons Killed,19.0
8623,Dhanbad,Weather,Sunny/Clear,Total number of Accidents,28.0
8624,Dhanbad,Weather,Sunny/Clear,Total Injured,11.0
8625,Faridabad,Weather,Foggy and Misty,Greviously Injured,6.0
8626,Faridabad,Weather,Foggy and Misty,Minor Injury,37.0
8627,Faridabad,Weather,Foggy and Misty,Persons Killed,20.0
8628,Faridabad,Weather,Foggy and Misty,Total number of Accidents,54.0
8629,Faridabad,Weather,Foggy and Misty,Total Injured,43.0
8630,Faridabad,Weather,Hail/Sleet,Greviously Injured,0.0
8631,Faridabad,Weather,Hail/Sleet,Minor Injury,0.0
8632,Faridabad,Weather,Hail/Sleet,Persons Killed,0.0
8633,Faridabad,Weather,Hail/Sleet,Total number of Accidents,0.0
8634,Faridabad,Weather,Hail/Sleet,Total Injured,0.0
8635,Faridabad,Weather,Others,Greviously Injured,0.0
8636,Faridabad,Weather,Others,Minor Injury,0.0
8637,Faridabad,Weather,Others,Persons Killed,0.0
8638,Faridabad,Weather,Others,Total number of Accidents,0.0
8639,Faridabad,Weather,Others,Total Injured,0.0
8640,Faridabad,Weather,Rainy,Greviously Injured,0.0
8641,Faridabad,Weather,Rainy,Minor Injury,0.0
8642,Faridabad,Weather,Rainy,Persons Killed,0.0
8643,Faridabad,Weather,Rainy,Total number of Accidents,0.0
8644,Faridabad,Weather,Rainy,Total Injured,0.0
8645,Faridabad,Weather,Sunny/Clear,Greviously Injured,59.0
8646,Faridabad,Weather,Sunny/Clear,Minor Injury,319.0
8647,Faridabad,Weather,Sunny/Clear,Persons Killed,175.0
8648,Faridabad,Weather,Sunny/Clear,Total number of Accidents,435.0
8649,Faridabad,Weather,Sunny/Clear,Total Injured,378.0
8650,Ghaziabad,Weather,Foggy and Misty,Greviously Injured,79.0
8651,Ghaziabad,Weather,Foggy and Misty,Minor Injury,34.0
8652,Ghaziabad,Weather,Foggy and Misty,Persons Killed,83.0
8653,Ghaziabad,Weather,Foggy and Misty,Total number of Accidents,187.0
8654,Ghaziabad,Weather,Foggy and Misty,Total Injured,113.0
8655,Ghaziabad,Weather,Hail/Sleet,Greviously Injured,0.0
8656,Ghaziabad,Weather,Hail/Sleet,Minor Injury,0.0
8657,Ghaziabad,Weather,Hail/Sleet,Persons Killed,0.0
8658,Ghaziabad,Weather,Hail/Sleet,Total number of Accidents,0.0
8659,Ghaziabad,Weather,Hail/Sleet,Total Injured,0.0
8660,Ghaziabad,Weather,Others,Greviously Injured,52.0
8661,Ghaziabad,Weather,Others,Minor Injury,31.0
8662,Ghaziabad,Weather,Others,Persons Killed,61.0
8663,Ghaziabad,Weather,Others,Total number of Accidents,109.0
8664,Ghaziabad,Weather,Others,Total Injured,83.0
8665,Ghaziabad,Weather,Rainy,Greviously Injured,56.0
8666,Ghaziabad,Weather,Rainy,Minor Injury,39.0
8667,Ghaziabad,Weather,Rainy,Persons Killed,59.0
8668,Ghaziabad,Weather,Rainy,Total number of Accidents,142.0
8669,Ghaziabad,Weather,Rainy,Total Injured,95.0
8670,Ghaziabad,Weather,Sunny/Clear,Greviously Injured,110.0
8671,Ghaziabad,Weather,Sunny/Clear,Minor Injury,64.0
8672,Ghaziabad,Weather,Sunny/Clear,Persons Killed,123.0
8673,Ghaziabad,Weather,Sunny/Clear,Total number of Accidents,270.0
8674,Ghaziabad,Weather,Sunny/Clear,Total Injured,174.0
8675,Gwalior,Weather,Foggy and Misty,Greviously Injured,0.0
8676,Gwalior,Weather,Foggy and Misty,Minor Injury,0.0
8677,Gwalior,Weather,Foggy and Misty,Persons Killed,0.0
8678,Gwalior,Weather,Foggy and Misty,Total number of Accidents,0.0
8679,Gwalior,Weather,Foggy and Misty,Total Injured,0.0
8680,Gwalior,Weather,Hail/Sleet,Greviously Injured,0.0
8681,Gwalior,Weather,Hail/Sleet,Minor Injury,0.0
8682,Gwalior,Weather,Hail/Sleet,Persons Killed,0.0
8683,Gwalior,Weather,Hail/Sleet,Total number of Accidents,0.0
8684,Gwalior,Weather,Hail/Sleet,Total Injured,0.0
8685,Gwalior,Weather,Others,Greviously Injured,0.0
8686,Gwalior,Weather,Others,Minor Injury,0.0
8687,Gwalior,Weather,Others,Persons Killed,0.0
8688,Gwalior,Weather,Others,Total number of Accidents,0.0
8689,Gwalior,Weather,Others,Total Injured,0.0
8690,Gwalior,Weather,Rainy,Greviously Injured,0.0
8691,Gwalior,Weather,Rainy,Minor Injury,0.0
8692,Gwalior,Weather,Rainy,Persons Killed,0.0
8693,Gwalior,Weather,Rainy,Total number of Accidents,0.0
8694,Gwalior,Weather,Rainy,Total Injured,0.0
8695,Gwalior,Weather,Sunny/Clear,Greviously Injured,95.0
8696,Gwalior,Weather,Sunny/Clear,Minor Injury,1234.0
8697,Gwalior,Weather,Sunny/Clear,Persons Killed,316.0
8698,Gwalior,Weather,Sunny/Clear,Total number of Accidents,1799.0
8699,Gwalior,Weather,Sunny/Clear,Total Injured,1329.0
8700,Hyderabad,Weather,Foggy and Misty,Greviously Injured,1.0
8701,Hyderabad,Weather,Foggy and Misty,Minor Injury,15.0
8702,Hyderabad,Weather,Foggy and Misty,Persons Killed,3.0
8703,Hyderabad,Weather,Foggy and Misty,Total number of Accidents,16.0
8704,Hyderabad,Weather,Foggy and Misty,Total Injured,16.0
8705,Hyderabad,Weather,Hail/Sleet,Greviously Injured,0.0
8706,Hyderabad,Weather,Hail/Sleet,Minor Injury,1.0
8707,Hyderabad,Weather,Hail/Sleet,Persons Killed,0.0
8708,Hyderabad,Weather,Hail/Sleet,Total number of Accidents,1.0
8709,Hyderabad,Weather,Hail/Sleet,Total Injured,1.0
8710,Hyderabad,Weather,Others,Greviously Injured,22.0
8711,Hyderabad,Weather,Others,Minor Injury,489.0
8712,Hyderabad,Weather,Others,Persons Killed,73.0
8713,Hyderabad,Weather,Others,Total number of Accidents,562.0
8714,Hyderabad,Weather,Others,Total Injured,511.0
8715,Hyderabad,Weather,Rainy,Greviously Injured,0.0
8716,Hyderabad,Weather,Rainy,Minor Injury,13.0
8717,Hyderabad,Weather,Rainy,Persons Killed,0.0
8718,Hyderabad,Weather,Rainy,Total number of Accidents,9.0
8719,Hyderabad,Weather,Rainy,Total Injured,13.0
8720,Hyderabad,Weather,Sunny/Clear,Greviously Injured,74.0
8721,Hyderabad,Weather,Sunny/Clear,Minor Injury,1277.0
8722,Hyderabad,Weather,Sunny/Clear,Persons Killed,178.0
8723,Hyderabad,Weather,Sunny/Clear,Total number of Accidents,1476.0
8724,Hyderabad,Weather,Sunny/Clear,Total Injured,1351.0
8725,Indore,Weather,Foggy and Misty,Greviously Injured,0.0
8726,Indore,Weather,Foggy and Misty,Minor Injury,0.0
8727,Indore,Weather,Foggy and Misty,Persons Killed,0.0
8728,Indore,Weather,Foggy and Misty,Total number of Accidents,0.0
8729,Indore,Weather,Foggy and Misty,Total Injured,0.0
8730,Indore,Weather,Hail/Sleet,Greviously Injured,0.0
8731,Indore,Weather,Hail/Sleet,Minor Injury,0.0
8732,Indore,Weather,Hail/Sleet,Persons Killed,0.0
8733,Indore,Weather,Hail/Sleet,Total number of Accidents,0.0
8734,Indore,Weather,Hail/Sleet,Total Injured,0.0
8735,Indore,Weather,Others,Greviously Injured,19.0
8736,Indore,Weather,Others,Minor Injury,262.0
8737,Indore,Weather,Others,Persons Killed,39.0
8738,Indore,Weather,Others,Total number of Accidents,344.0
8739,Indore,Weather,Others,Total Injured,281.0
8740,Indore,Weather,Rainy,Greviously Injured,0.0
8741,Indore,Weather,Rainy,Minor Injury,0.0
8742,Indore,Weather,Rainy,Persons Killed,0.0
8743,Indore,Weather,Rainy,Total number of Accidents,0.0
8744,Indore,Weather,Rainy,Total Injured,0.0
8745,Indore,Weather,Sunny/Clear,Greviously Injured,203.0
8746,Indore,Weather,Sunny/Clear,Minor Injury,2164.0
8747,Indore,Weather,Sunny/Clear,Persons Killed,420.0
8748,Indore,Weather,Sunny/Clear,Total number of Accidents,2692.0
8749,Indore,Weather,Sunny/Clear,Total Injured,2367.0
8750,Jabalpur,Weather,Foggy and Misty,Greviously Injured,34.0
8751,Jabalpur,Weather,Foggy and Misty,Minor Injury,169.0
8752,Jabalpur,Weather,Foggy and Misty,Persons Killed,29.0
8753,Jabalpur,Weather,Foggy and Misty,Total number of Accidents,222.0
8754,Jabalpur,Weather,Foggy and Misty,Total Injured,203.0
8755,Jabalpur,Weather,Hail/Sleet,Greviously Injured,0.0
8756,Jabalpur,Weather,Hail/Sleet,Minor Injury,0.0
8757,Jabalpur,Weather,Hail/Sleet,Persons Killed,0.0
8758,Jabalpur,Weather,Hail/Sleet,Total number of Accidents,0.0
8759,Jabalpur,Weather,Hail/Sleet,Total Injured,0.0
8760,Jabalpur,Weather,Others,Greviously Injured,91.0
8761,Jabalpur,Weather,Others,Minor Injury,579.0
8762,Jabalpur,Weather,Others,Persons Killed,58.0
8763,Jabalpur,Weather,Others,Total number of Accidents,694.0
8764,Jabalpur,Weather,Others,Total Injured,670.0
8765,Jabalpur,Weather,Rainy,Greviously Injured,21.0
8766,Jabalpur,Weather,Rainy,Minor Injury,160.0
8767,Jabalpur,Weather,Rainy,Persons Killed,30.0
8768,Jabalpur,Weather,Rainy,Total number of Accidents,205.0
8769,Jabalpur,Weather,Rainy,Total Injured,181.0
8770,Jabalpur,Weather,Sunny/Clear,Greviously Injured,344.0
8771,Jabalpur,Weather,Sunny/Clear,Minor Injury,1859.0
8772,Jabalpur,Weather,Sunny/Clear,Persons Killed,305.0
8773,Jabalpur,Weather,Sunny/Clear,Total number of Accidents,2105.0
8774,Jabalpur,Weather,Sunny/Clear,Total Injured,2203.0
8775,Jaipur,Weather,Foggy and Misty,Greviously Injured,7.0
8776,Jaipur,Weather,Foggy and Misty,Minor Injury,12.0
8777,Jaipur,Weather,Foggy and Misty,Persons Killed,0.0
8778,Jaipur,Weather,Foggy and Misty,Total number of Accidents,15.0
8779,Jaipur,Weather,Foggy and Misty,Total Injured,19.0
8780,Jaipur,Weather,Hail/Sleet,Greviously Injured,0.0
8781,Jaipur,Weather,Hail/Sleet,Minor Injury,0.0
8782,Jaipur,Weather,Hail/Sleet,Persons Killed,0.0
8783,Jaipur,Weather,Hail/Sleet,Total number of Accidents,0.0
8784,Jaipur,Weather,Hail/Sleet,Total Injured,0.0
8785,Jaipur,Weather,Others,Greviously Injured,0.0
8786,Jaipur,Weather,Others,Minor Injury,0.0
8787,Jaipur,Weather,Others,Persons Killed,1.0
8788,Jaipur,Weather,Others,Total number of Accidents,1.0
8789,Jaipur,Weather,Others,Total Injured,0.0
8790,Jaipur,Weather,Rainy,Greviously Injured,0.0
8791,Jaipur,Weather,Rainy,Minor Injury,0.0
8792,Jaipur,Weather,Rainy,Persons Killed,0.0
8793,Jaipur,Weather,Rainy,Total number of Accidents,0.0
8794,Jaipur,Weather,Rainy,Total Injured,0.0
8795,Jaipur,Weather,Sunny/Clear,Greviously Injured,437.0
8796,Jaipur,Weather,Sunny/Clear,Minor Injury,1112.0
8797,Jaipur,Weather,Sunny/Clear,Persons Killed,605.0
8798,Jaipur,Weather,Sunny/Clear,Total number of Accidents,1924.0
8799,Jaipur,Weather,Sunny/Clear,Total Injured,1549.0
8800,Jamshedpur,Weather,Foggy and Misty,Greviously Injured,18.0
8801,Jamshedpur,Weather,Foggy and Misty,Minor Injury,3.0
8802,Jamshedpur,Weather,Foggy and Misty,Persons Killed,12.0
8803,Jamshedpur,Weather,Foggy and Misty,Total number of Accidents,30.0
8804,Jamshedpur,Weather,Foggy and Misty,Total Injured,21.0
8805,Jamshedpur,Weather,Hail/Sleet,Greviously Injured,0.0
8806,Jamshedpur,Weather,Hail/Sleet,Minor Injury,0.0
8807,Jamshedpur,Weather,Hail/Sleet,Persons Killed,0.0
8808,Jamshedpur,Weather,Hail/Sleet,Total number of Accidents,0.0
8809,Jamshedpur,Weather,Hail/Sleet,Total Injured,0.0
8810,Jamshedpur,Weather,Others,Greviously Injured,8.0
8811,Jamshedpur,Weather,Others,Minor Injury,2.0
8812,Jamshedpur,Weather,Others,Persons Killed,4.0
8813,Jamshedpur,Weather,Others,Total number of Accidents,9.0
8814,Jamshedpur,Weather,Others,Total Injured,10.0
8815,Jamshedpur,Weather,Rainy,Greviously Injured,23.0
8816,Jamshedpur,Weather,Rainy,Minor Injury,4.0
8817,Jamshedpur,Weather,Rainy,Persons Killed,14.0
8818,Jamshedpur,Weather,Rainy,Total number of Accidents,36.0
8819,Jamshedpur,Weather,Rainy,Total Injured,27.0
8820,Jamshedpur,Weather,Sunny/Clear,Greviously Injured,27.0
8821,Jamshedpur,Weather,Sunny/Clear,Minor Injury,6.0
8822,Jamshedpur,Weather,Sunny/Clear,Persons Killed,17.0
8823,Jamshedpur,Weather,Sunny/Clear,Total number of Accidents,44.0
8824,Jamshedpur,Weather,Sunny/Clear,Total Injured,33.0
8825,Jodhpur,Weather,Foggy and Misty,Greviously Injured,1.0
8826,Jodhpur,Weather,Foggy and Misty,Minor Injury,21.0
8827,Jodhpur,Weather,Foggy and Misty,Persons Killed,26.0
8828,Jodhpur,Weather,Foggy and Misty,Total number of Accidents,42.0
8829,Jodhpur,Weather,Foggy and Misty,Total Injured,22.0
8830,Jodhpur,Weather,Hail/Sleet,Greviously Injured,0.0
8831,Jodhpur,Weather,Hail/Sleet,Minor Injury,0.0
8832,Jodhpur,Weather,Hail/Sleet,Persons Killed,0.0
8833,Jodhpur,Weather,Hail/Sleet,Total number of Accidents,0.0
8834,Jodhpur,Weather,Hail/Sleet,Total Injured,0.0
8835,Jodhpur,Weather,Others,Greviously Injured,3.0
8836,Jodhpur,Weather,Others,Minor Injury,11.0
8837,Jodhpur,Weather,Others,Persons Killed,13.0
8838,Jodhpur,Weather,Others,Total number of Accidents,19.0
8839,Jodhpur,Weather,Others,Total Injured,14.0
8840,Jodhpur,Weather,Rainy,Greviously Injured,0.0
8841,Jodhpur,Weather,Rainy,Minor Injury,0.0
8842,Jodhpur,Weather,Rainy,Persons Killed,0.0
8843,Jodhpur,Weather,Rainy,Total number of Accidents,0.0
8844,Jodhpur,Weather,Rainy,Total Injured,0.0
8845,Jodhpur,Weather,Sunny/Clear,Greviously Injured,29.0
8846,Jodhpur,Weather,Sunny/Clear,Minor Injury,142.0
8847,Jodhpur,Weather,Sunny/Clear,Persons Killed,103.0
8848,Jodhpur,Weather,Sunny/Clear,Total number of Accidents,231.0
8849,Jodhpur,Weather,Sunny/Clear,Total Injured,171.0
8850,Kannur,Weather,Foggy and Misty,Greviously Injured,0.0
8851,Kannur,Weather,Foggy and Misty,Minor Injury,0.0
8852,Kannur,Weather,Foggy and Misty,Persons Killed,0.0
8853,Kannur,Weather,Foggy and Misty,Total number of Accidents,0.0
8854,Kannur,Weather,Foggy and Misty,Total Injured,0.0
8855,Kannur,Weather,Hail/Sleet,Greviously Injured,0.0
8856,Kannur,Weather,Hail/Sleet,Minor Injury,0.0
8857,Kannur,Weather,Hail/Sleet,Persons Killed,0.0
8858,Kannur,Weather,Hail/Sleet,Total number of Accidents,0.0
8859,Kannur,Weather,Hail/Sleet,Total Injured,0.0
8860,Kannur,Weather,Others,Greviously Injured,0.0
8861,Kannur,Weather,Others,Minor Injury,0.0
8862,Kannur,Weather,Others,Persons Killed,0.0
8863,Kannur,Weather,Others,Total number of Accidents,0.0
8864,Kannur,Weather,Others,Total Injured,0.0
8865,Kannur,Weather,Rainy,Greviously Injured,63.0
8866,Kannur,Weather,Rainy,Minor Injury,51.0
8867,Kannur,Weather,Rainy,Persons Killed,9.0
8868,Kannur,Weather,Rainy,Total number of Accidents,94.0
8869,Kannur,Weather,Rainy,Total Injured,114.0
8870,Kannur,Weather,Sunny/Clear,Greviously Injured,241.0
8871,Kannur,Weather,Sunny/Clear,Minor Injury,218.0
8872,Kannur,Weather,Sunny/Clear,Persons Killed,48.0
8873,Kannur,Weather,Sunny/Clear,Total number of Accidents,410.0
8874,Kannur,Weather,Sunny/Clear,Total Injured,459.0
8875,Kanpur,Weather,Foggy and Misty,Greviously Injured,197.0
8876,Kanpur,Weather,Foggy and Misty,Minor Injury,17.0
8877,Kanpur,Weather,Foggy and Misty,Persons Killed,172.0
8878,Kanpur,Weather,Foggy and Misty,Total number of Accidents,364.0
8879,Kanpur,Weather,Foggy and Misty,Total Injured,214.0
8880,Kanpur,Weather,Hail/Sleet,Greviously Injured,65.0
8881,Kanpur,Weather,Hail/Sleet,Minor Injury,9.0
8882,Kanpur,Weather,Hail/Sleet,Persons Killed,49.0
8883,Kanpur,Weather,Hail/Sleet,Total number of Accidents,109.0
8884,Kanpur,Weather,Hail/Sleet,Total Injured,74.0
8885,Kanpur,Weather,Others,Greviously Injured,247.0
8886,Kanpur,Weather,Others,Minor Injury,24.0
8887,Kanpur,Weather,Others,Persons Killed,195.0
8888,Kanpur,Weather,Others,Total number of Accidents,414.0
8889,Kanpur,Weather,Others,Total Injured,271.0
8890,Kanpur,Weather,Rainy,Greviously Injured,87.0
8891,Kanpur,Weather,Rainy,Minor Injury,21.0
8892,Kanpur,Weather,Rainy,Persons Killed,69.0
8893,Kanpur,Weather,Rainy,Total number of Accidents,161.0
8894,Kanpur,Weather,Rainy,Total Injured,108.0
8895,Kanpur,Weather,Sunny/Clear,Greviously Injured,97.0
8896,Kanpur,Weather,Sunny/Clear,Minor Injury,14.0
8897,Kanpur,Weather,Sunny/Clear,Persons Killed,78.0
8898,Kanpur,Weather,Sunny/Clear,Total number of Accidents,176.0
8899,Kanpur,Weather,Sunny/Clear,Total Injured,111.0
8900,Khozikode,Weather,Foggy and Misty,Greviously Injured,57.0
8901,Khozikode,Weather,Foggy and Misty,Minor Injury,22.0
8902,Khozikode,Weather,Foggy and Misty,Persons Killed,18.0
8903,Khozikode,Weather,Foggy and Misty,Total number of Accidents,82.0
8904,Khozikode,Weather,Foggy and Misty,Total Injured,79.0
8905,Khozikode,Weather,Hail/Sleet,Greviously Injured,0.0
8906,Khozikode,Weather,Hail/Sleet,Minor Injury,0.0
8907,Khozikode,Weather,Hail/Sleet,Persons Killed,0.0
8908,Khozikode,Weather,Hail/Sleet,Total number of Accidents,0.0
8909,Khozikode,Weather,Hail/Sleet,Total Injured,0.0
8910,Khozikode,Weather,Others,Greviously Injured,0.0
8911,Khozikode,Weather,Others,Minor Injury,0.0
8912,Khozikode,Weather,Others,Persons Killed,0.0
8913,Khozikode,Weather,Others,Total number of Accidents,0.0
8914,Khozikode,Weather,Others,Total Injured,0.0
8915,Khozikode,Weather,Rainy,Greviously Injured,45.0
8916,Khozikode,Weather,Rainy,Minor Injury,15.0
8917,Khozikode,Weather,Rainy,Persons Killed,4.0
8918,Khozikode,Weather,Rainy,Total number of Accidents,57.0
8919,Khozikode,Weather,Rainy,Total Injured,60.0
8920,Khozikode,Weather,Sunny/Clear,Greviously Injured,660.0
8921,Khozikode,Weather,Sunny/Clear,Minor Injury,213.0
8922,Khozikode,Weather,Sunny/Clear,Persons Killed,69.0
8923,Khozikode,Weather,Sunny/Clear,Total number of Accidents,864.0
8924,Khozikode,Weather,Sunny/Clear,Total Injured,873.0
8925,Kochi,Weather,Foggy and Misty,Greviously Injured,51.0
8926,Kochi,Weather,Foggy and Misty,Minor Injury,7.0
8927,Kochi,Weather,Foggy and Misty,Persons Killed,7.0
8928,Kochi,Weather,Foggy and Misty,Total number of Accidents,64.0
8929,Kochi,Weather,Foggy and Misty,Total Injured,58.0
8930,Kochi,Weather,Hail/Sleet,Greviously Injured,0.0
8931,Kochi,Weather,Hail/Sleet,Minor Injury,0.0
8932,Kochi,Weather,Hail/Sleet,Persons Killed,0.0
8933,Kochi,Weather,Hail/Sleet,Total number of Accidents,0.0
8934,Kochi,Weather,Hail/Sleet,Total Injured,0.0
8935,Kochi,Weather,Others,Greviously Injured,44.0
8936,Kochi,Weather,Others,Minor Injury,16.0
8937,Kochi,Weather,Others,Persons Killed,9.0
8938,Kochi,Weather,Others,Total number of Accidents,68.0
8939,Kochi,Weather,Others,Total Injured,60.0
8940,Kochi,Weather,Rainy,Greviously Injured,5.0
8941,Kochi,Weather,Rainy,Minor Injury,8.0
8942,Kochi,Weather,Rainy,Persons Killed,3.0
8943,Kochi,Weather,Rainy,Total number of Accidents,14.0
8944,Kochi,Weather,Rainy,Total Injured,13.0
8945,Kochi,Weather,Sunny/Clear,Greviously Injured,1022.0
8946,Kochi,Weather,Sunny/Clear,Minor Injury,253.0
8947,Kochi,Weather,Sunny/Clear,Persons Killed,82.0
8948,Kochi,Weather,Sunny/Clear,Total number of Accidents,1291.0
8949,Kochi,Weather,Sunny/Clear,Total Injured,1275.0
8950,Kolkata,Weather,Foggy and Misty,Greviously Injured,19.0
8951,Kolkata,Weather,Foggy and Misty,Minor Injury,14.0
8952,Kolkata,Weather,Foggy and Misty,Persons Killed,2.0
8953,Kolkata,Weather,Foggy and Misty,Total number of Accidents,50.0
8954,Kolkata,Weather,Foggy and Misty,Total Injured,33.0
8955,Kolkata,Weather,Hail/Sleet,Greviously Injured,0.0
8956,Kolkata,Weather,Hail/Sleet,Minor Injury,0.0
8957,Kolkata,Weather,Hail/Sleet,Persons Killed,0.0
8958,Kolkata,Weather,Hail/Sleet,Total number of Accidents,0.0
8959,Kolkata,Weather,Hail/Sleet,Total Injured,0.0
8960,Kolkata,Weather,Others,Greviously Injured,11.0
8961,Kolkata,Weather,Others,Minor Injury,13.0
8962,Kolkata,Weather,Others,Persons Killed,0.0
8963,Kolkata,Weather,Others,Total number of Accidents,26.0
8964,Kolkata,Weather,Others,Total Injured,24.0
8965,Kolkata,Weather,Rainy,Greviously Injured,38.0
8966,Kolkata,Weather,Rainy,Minor Injury,27.0
8967,Kolkata,Weather,Rainy,Persons Killed,9.0
8968,Kolkata,Weather,Rainy,Total number of Accidents,71.0
8969,Kolkata,Weather,Rainy,Total Injured,65.0
8970,Kolkata,Weather,Sunny/Clear,Greviously Injured,776.0
8971,Kolkata,Weather,Sunny/Clear,Minor Injury,503.0
8972,Kolkata,Weather,Sunny/Clear,Persons Killed,190.0
8973,Kolkata,Weather,Sunny/Clear,Total number of Accidents,1536.0
8974,Kolkata,Weather,Sunny/Clear,Total Injured,1279.0
8975,Kollam,Weather,Foggy and Misty,Greviously Injured,14.0
8976,Kollam,Weather,Foggy and Misty,Minor Injury,0.0
8977,Kollam,Weather,Foggy and Misty,Persons Killed,2.0
8978,Kollam,Weather,Foggy and Misty,Total number of Accidents,15.0
8979,Kollam,Weather,Foggy and Misty,Total Injured,14.0
8980,Kollam,Weather,Hail/Sleet,Greviously Injured,15.0
8981,Kollam,Weather,Hail/Sleet,Minor Injury,0.0
8982,Kollam,Weather,Hail/Sleet,Persons Killed,2.0
8983,Kollam,Weather,Hail/Sleet,Total number of Accidents,15.0
8984,Kollam,Weather,Hail/Sleet,Total Injured,15.0
8985,Kollam,Weather,Others,Greviously Injured,141.0
8986,Kollam,Weather,Others,Minor Injury,34.0
8987,Kollam,Weather,Others,Persons Killed,44.0
8988,Kollam,Weather,Others,Total number of Accidents,190.0
8989,Kollam,Weather,Others,Total Injured,175.0
8990,Kollam,Weather,Rainy,Greviously Injured,16.0
8991,Kollam,Weather,Rainy,Minor Injury,4.0
8992,Kollam,Weather,Rainy,Persons Killed,4.0
8993,Kollam,Weather,Rainy,Total number of Accidents,23.0
8994,Kollam,Weather,Rainy,Total Injured,20.0
8995,Kollam,Weather,Sunny/Clear,Greviously Injured,1020.0
8996,Kollam,Weather,Sunny/Clear,Minor Injury,137.0
8997,Kollam,Weather,Sunny/Clear,Persons Killed,142.0
8998,Kollam,Weather,Sunny/Clear,Total number of Accidents,1168.0
8999,Kollam,Weather,Sunny/Clear,Total Injured,1157.0
9000,Kota,Weather,Foggy and Misty,Greviously Injured,0.0
9001,Kota,Weather,Foggy and Misty,Minor Injury,0.0
9002,Kota,Weather,Foggy and Misty,Persons Killed,0.0
9003,Kota,Weather,Foggy and Misty,Total number of Accidents,0.0
9004,Kota,Weather,Foggy and Misty,Total Injured,0.0
9005,Kota,Weather,Hail/Sleet,Greviously Injured,0.0
9006,Kota,Weather,Hail/Sleet,Minor Injury,0.0
9007,Kota,Weather,Hail/Sleet,Persons Killed,0.0
9008,Kota,Weather,Hail/Sleet,Total number of Accidents,0.0
9009,Kota,Weather,Hail/Sleet,Total Injured,0.0
9010,Kota,Weather,Others,Greviously Injured,0.0
9011,Kota,Weather,Others,Minor Injury,0.0
9012,Kota,Weather,Others,Persons Killed,0.0
9013,Kota,Weather,Others,Total number of Accidents,0.0
9014,Kota,Weather,Others,Total Injured,0.0
9015,Kota,Weather,Rainy,Greviously Injured,0.0
9016,Kota,Weather,Rainy,Minor Injury,0.0
9017,Kota,Weather,Rainy,Persons Killed,0.0
9018,Kota,Weather,Rainy,Total number of Accidents,0.0
9019,Kota,Weather,Rainy,Total Injured,0.0
9020,Kota,Weather,Sunny/Clear,Greviously Injured,67.0
9021,Kota,Weather,Sunny/Clear,Minor Injury,295.0
9022,Kota,Weather,Sunny/Clear,Persons Killed,60.0
9023,Kota,Weather,Sunny/Clear,Total number of Accidents,353.0
9024,Kota,Weather,Sunny/Clear,Total Injured,362.0
9025,Lucknow,Weather,Foggy and Misty,Greviously Injured,89.0
9026,Lucknow,Weather,Foggy and Misty,Minor Injury,75.0
9027,Lucknow,Weather,Foggy and Misty,Persons Killed,109.0
9028,Lucknow,Weather,Foggy and Misty,Total number of Accidents,270.0
9029,Lucknow,Weather,Foggy and Misty,Total Injured,164.0
9030,Lucknow,Weather,Hail/Sleet,Greviously Injured,45.0
9031,Lucknow,Weather,Hail/Sleet,Minor Injury,36.0
9032,Lucknow,Weather,Hail/Sleet,Persons Killed,60.0
9033,Lucknow,Weather,Hail/Sleet,Total number of Accidents,147.0
9034,Lucknow,Weather,Hail/Sleet,Total Injured,81.0
9035,Lucknow,Weather,Others,Greviously Injured,38.0
9036,Lucknow,Weather,Others,Minor Injury,35.0
9037,Lucknow,Weather,Others,Persons Killed,52.0
9038,Lucknow,Weather,Others,Total number of Accidents,125.0
9039,Lucknow,Weather,Others,Total Injured,73.0
9040,Lucknow,Weather,Rainy,Greviously Injured,73.0
9041,Lucknow,Weather,Rainy,Minor Injury,57.0
9042,Lucknow,Weather,Rainy,Persons Killed,81.0
9043,Lucknow,Weather,Rainy,Total number of Accidents,219.0
9044,Lucknow,Weather,Rainy,Total Injured,130.0
9045,Lucknow,Weather,Sunny/Clear,Greviously Injured,61.0
9046,Lucknow,Weather,Sunny/Clear,Minor Injury,45.0
9047,Lucknow,Weather,Sunny/Clear,Persons Killed,72.0
9048,Lucknow,Weather,Sunny/Clear,Total number of Accidents,185.0
9049,Lucknow,Weather,Sunny/Clear,Total Injured,106.0
9050,Ludhiana,Weather,Foggy and Misty,Greviously Injured,20.0
